"Size_category","BM_category","LHS","intercept","EPS","adj_r_squared","t_intercept","t_EPS"
"Small cap","Low BM","EPS_{t+1}",-0.049593935883627,0.341860503161362,0.164848635507985,2.29068050406954,18.2564624036568
"Small cap","Med BM","EPS_{t+1}",0.0724155405112583,0.653158557654886,0.294570123767879,5.98794824871057,38.6500143425315
"Small cap","High BM","EPS_{t+1}",-0.162497858563577,0.633876647833459,0.145966707639896,-3.31926122893329,29.7699008578215
"Medium cap","Low BM","EPS_{t+1}",0.186622736431297,0.652807043539318,0.25846419449968,5.52897430645085,31.5461384242295
"Medium cap","Med BM","EPS_{t+1}",0.216201930658455,0.784772822413598,0.376947301180606,8.47330431339032,60.306926955427
"Medium cap","High BM","EPS_{t+1}",-0.578062539232616,0.931292010120587,0.169486208902721,-4.92836041635274,26.837632884051
"Large cap","Low BM","EPS_{t+1}",0.262558883107966,1.01190302065257,0.373930536329964,4.42501741927939,35.8897984219678
"Large cap","Med BM","EPS_{t+1}",-2.84844247090498,3.14680697443315,0.258792156448543,-0.185997613906472,30.3122691555086
"Large cap","High BM","EPS_{t+1}",-0.961142141641093,2.46422390475554,0.241620075965465,2.38276142806364,18.2069044661211
